Keyword,Search Volume,Keyword Difficulty,Position,Previous position,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents
greeting card maker,720,75,8,8,1.04,https://www.psprint.com/design-templates/greeting-cards/,21,0.02,22,1,37200000,"[55,68,100,55,68,55,55,68,55,37,45,45]",2021-12-13,"Reviews, AdWords top, Video Carousel",commercial
unique holiday cards,720,48,67,67,1.81,https://www.psprint.com/greeting-cards/flat-holiday-cards,0,0,0,1,919000000,"[36,100,81,4,1,2,2,2,3,3,6,11]",2021-12-08,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, FAQ",commercial
3.5 x3 5,720,12,1,1,0,https://www.psprint.com/design-templates/business-cards/~3.5x3.5,338,0.44,0,0.31,86800000,"[72,59,48,72,72,88,100,100,48,26,32,59]",2021-12-08,"Image pack, Reviews",commercial
business card website,720,79,7,7,3.7,https://www.psprint.com/design-templates/business-cards/,28,0.03,106,1,8020000000,"[82,82,82,100,82,100,82,82,82,82,100,82]",2021-12-08,"Reviews, FAQ",transactional
best font for presentation,720,54,90,90,1.26,https://www.psprint.com/resources/powerful-business-card-fonts/,0,0,0,0.02,876000000,"[88,88,72,72,88,88,100,88,59,59,59,72]",2021-12-08,"Site links, Featured snippet, Video Carousel, People also ask",commercial
birthday e card free,720,79,40,40,0.95,https://www.psprint.com/design-templates/greeting-cards/~~~~~~birthday,0,0,0,0.88,2780000000,"[100,100,100,100,100,82,82,67,67,55,67,67]",2021-12-09,"Site links, Reviews, Video, AdWords top, AdWords bottom, People also ask",commercial
aesthetic stickers to print,720,23,34,34,1.33,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,1,91,"[88,59,59,100,88,100,88,59,26,48,72,59]",2021-12-09,"Image pack, Site links, Reviews, Video",commercial
make your own decals,720,64,69,69,0.91,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,1,48200000,"[82,82,82,100,67,100,100,82,82,82,82,67]",2021-12-07,"Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ",commercial
vertical rectangle,720,19,81,81,0,https://www.psprint.com/design-templates/stickers-labels/~~vertical_rectangle,0,0,0,0.02,5810000000,"[100,82,82,100,100,100,67,82,67,67,67,82]",2021-11-30,"Image pack, Site links, Reviews, Video Carousel, People also ask","informational, transactional"
birthday invitation text message,720,38,63,63,0.61,https://www.psprint.com/resources/business-invitation-wording-examples/,0,0,0,1,44100000,"[48,39,26,59,59,88,88,100,88,100,100,100]",2021-12-08,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads, People also ask",commercial
40 40 40,720,48,56,56,0,https://www.psprint.com/resources/404020-rule-of-direct-mail-marketing/,0,0,0,0.02,16510000000,"[100,100,82,100,82,100,100,100,100,82,67,82]",2021-12-08,"Site links, Reviews, Video Carousel, People also ask","informational, transactional"
catalog template,720,67,13,13,1.82,https://www.psprint.com/resources/free-catalog-templates-for-quick-and-easy-design/,6,0,11,1,235000000,"[100,88,72,72,72,88,72,59,59,59,72,72]",2021-12-08,"Image pack, Site links, Video, AdWords top, People also ask",commercial
yard sign maker,720,71,46,46,2.34,https://www.psprint.com/layout-templates/yard-sign-printing/,0,0,0,1,71000000,"[100,59,48,59,39,59,72,88,72,59,59,59]",2021-12-07,"Site links, Reviews, Image, AdWords top, Shopping ads, Video Carousel, People also ask, FAQ",transactional
yard sign dimensions,720,44,51,51,2.95,https://www.psprint.com/layout-templates/yard-sign-printing/~psd/,0,0,0,1,41500000,"[100,67,44,55,55,82,82,100,82,67,100,100]",2021-12-09,"Image pack, Reviews, Shopping ads, People also ask, FAQ","commercial, informational"
eddm mailing,720,61,18,16,5.4,https://www.psprint.com/resources/what-is-eddm-every-door-direct-mail/,2,0,11,0.99,172000,"[82,67,55,100,82,100,82,67,67,67,67,67]",2021-12-13,"Image pack, Reviews, Video, Video Carousel, People also ask, FAQ",transactional
wedding invitation address labels,720,40,18,18,1.53,https://www.psprint.com/resources/romantic-wedding-invitation-mailing-labels/,2,0,3,1,7150000,"[26,26,26,59,59,88,88,88,100,100,88,88]",2021-12-11,"Image pack, Reviews, Video, Image, Shopping ads, Video Carousel, People also ask",commercial
e invite maker,720,74,42,42,0.86,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,0.66,28700000,"[59,39,39,59,59,88,100,100,88,88,88,88]",2021-12-08,"Site links, Reviews, Video, AdWords top, People also ask, FAQ",commercial
100 free business cards,720,60,17,17,2.15,https://www.psprint.com/design-templates/business-cards/,2,0,6,1,2920000000,"[59,48,59,88,100,100,88,32,72,72,72,100]",2021-12-08,"Reviews, FAQ",transactional
top print,720,32,27,27,1.2,https://www.psprint.com/,1,0,1,1,4620000000,"[82,82,82,100,67,82,82,82,82,82,100,82]",2021-12-08,"Image pack, Site links, Reviews, Video Carousel",commercial
inexpensive business cards,720,67,26,26,2.61,https://www.psprint.com/business-cards,1,0,2,1,92500000,"[82,67,55,82,55,82,67,82,82,100,82,82]",2021-12-08,"Site links, Reviews, Video, AdWords top, AdWords bottom, People also ask, FAQ",commercial
business card font size,720,47,20,20,7.95,https://www.psprint.com/resources/powerful-business-card-fonts/,2,0,17,0.85,2850000000,"[100,82,67,82,82,100,100,100,100,100,100,100]",2021-12-08,"Image pack, Reviews, Featured snippet, AdWords top, People also ask, FAQ",commercial
custom circle stickers,720,45,25,25,4.39,https://www.psprint.com/design-templates/stickers-labels/~~horizontal_circle-vertical_circle,1,0,4,1,47900000,"[82,82,67,82,67,100,82,67,67,67,82,67]",2021-12-11,"Image pack, Reviews, Video, Image, People also ask",transactional
virtual holiday cards,720,63,22,22,1.84,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,1,0,1,1,239000000,"[6,24,100,1,1,0,0,1,0,0,0,1]",2021-12-08,"Site links, Reviews, People also ask, FAQ",transactional
free printable invitation templates,720,72,38,38,1.06,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,1,19900000,"[82,55,44,55,44,82,82,100,82,82,82,82]",2021-12-08,"Image pack, Site links, Reviews, Video, FAQ","commercial, informational"
makeup business cards,720,40,37,24,1.82,https://www.psprint.com/design-templates/business-cards/bc-500/,0,0,0,1,232000000,"[100,100,67,100,100,100,100,100,100,100,100,100]",2021-12-13,"Image pack, Reviews, Image, Video Carousel, People also ask, FAQ","informational, transactional"
holiday card maker,720,74,8,8,2.49,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,21,0.02,53,1,109000000,"[11,43,100,7,4,3,3,3,3,3,3,5]",2021-12-07,"Site links, Reviews, Video, AdWords top, Video Carousel, People also ask",commercial
yard sign design,720,72,13,13,2.93,https://www.psprint.com/resources/yard-sign-design-ideas/,6,0,18,1,557000000,"[82,55,44,67,67,100,100,100,82,82,82,82]",2021-12-08,"Image pack, Site links, Reviews, AdWords top, Video Carousel, People also ask, FAQ",transactional
notepad printing,720,51,25,25,3.2,https://www.psprint.com/resources/notepad-printing-techniques/,1,0,3,1,9980000,"[82,82,82,100,100,100,82,82,82,82,100,82]",2021-12-08,"Site links, Reviews, Video, AdWords top, Video Carousel, People also ask, FAQ",commercial
letterhead printing,720,48,4,4,4.06,https://www.psprint.com/letterhead,50,0.06,204,0.96,13700000,"[82,82,67,100,82,82,82,67,67,67,67,67]",2021-12-07,"Reviews, Video Carousel",transactional
blank invitation card,720,47,23,23,1.01,https://www.psprint.com/design-templates/invitation-cards/~5x7,1,0,1,1,70100000,"[67,55,55,67,55,82,100,100,82,100,82,82]",2021-12-08,"Image pack, Reviews, Video, Shopping ads, FAQ","commercial, informational"
print rack,720,20,35,35,0.53,https://www.psprint.com/rack-cards,0,0,0,1,193000000,"[45,37,30,37,30,45,37,45,45,45,55,100]",2021-12-09,"Image pack, Reviews, Shopping ads, Video Carousel",commercial
event invitation templates,720,54,17,17,1.39,https://www.psprint.com/resources/business-invitation-wording-examples/,2,0,4,1,30500000,"[100,67,55,55,67,82,82,100,100,100,100,100]",2021-12-08,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, People also ask, FAQ",commercial
custom desk calendar,720,55,54,54,1.56,https://www.psprint.com/desk-calendars,0,0,0,1,36400000,"[37,67,100,37,16,13,13,16,16,16,20,25]",2021-12-08,"Image pack, Site links, Reviews, Image, FAQ",transactional
wedding invitation message,720,52,64,64,1,https://www.psprint.com/resources/wedding-invitation-wording-2/,0,0,0,1,121000000,"[48,48,39,59,72,88,100,100,100,88,88,48]",2021-12-08,"Image pack, AdWords top, Video Carousel, People also ask, FAQ","commercial, informational"
holiday greetings images,720,38,81,81,0,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,0,0,0,1,77100000,"[0,3,100,0,0,0,0,0,0,0,0,0]",2021-12-01,"Image pack, Site links, Reviews, Shopping ads","commercial, informational"
start mail,720,64,40,40,2.73,https://www.psprint.com/resources/how-to-start-a-mail-order-catalog-company/,0,0,1,0.01,8830000000,"[7,7,11,31,31,100,68,46,46,46,38,38]",2021-12-10,"Site links, Reviews, Video, People also ask, FAQ",commercial
high res pictures,720,78,20,20,2.79,https://www.psprint.com/resources/how-to-check-your-image-resolution/,2,0,6,0.1,13090000000,"[82,82,82,82,82,100,100,82,82,82,82,82]",2021-12-07,"Image pack, Video, People also ask","commercial, informational"
sticker design app,720,68,9,9,1.26,https://www.psprint.com/design-templates/stickers-labels/,21,0.02,27,1,211000000,"[82,82,82,100,100,100,82,82,82,100,100,100]",2021-12-08,"Reviews, Video Carousel, People also ask, FAQ",commercial
custom tickets,720,63,63,63,2.93,https://www.psprint.com/event-tickets,0,0,0,1,317000000,"[67,55,55,55,55,82,82,100,100,100,82,100]",2021-12-09,"Image pack, Site links, Reviews, AdWords top, Shopping ads",commercial
personalized envelopes,720,62,56,56,2.32,https://www.psprint.com/envelopes/category,0,0,0,1,15500000,"[82,82,82,100,67,82,82,67,55,67,67,67]",2021-12-08,"Site links, Reviews, AdWords top, Shopping ads, Video Carousel",commercial
custom wall calendar,720,74,47,47,2.06,https://www.psprint.com/calendars,0,0,0,1,45300000,"[46,84,100,53,17,14,11,14,17,17,25,31]",2021-12-09,"Image pack, Site links, Reviews, Image, AdWords top, Shopping ads, People also ask, FAQ",transactional
make my own stickers,720,71,24,23,1.87,https://www.psprint.com/design-templates/stickers-labels/,1,0,2,1,170000000,"[100,100,100,100,82,100,82,82,67,82,100,82]",2021-12-13,"Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel, People also ask, FAQ",commercial
casual wedding invitation wording,720,52,67,0,1.23,https://content.psprint.com/resources/wedding-invitation-wording-2/,0,0,0,1,4420000,"[59,39,26,88,88,100,88,100,100,88,72,59]",2021-12-13,"Image pack, Site links, Reviews, Video, People also ask","commercial, informational"
staples flyer printing,720,40,37,37,2.62,https://www.psprint.com/resources/cheap-flyers-are-powerful-marketing-tools/,0,0,0,1,408000,"[59,48,39,59,48,72,72,72,72,72,88,100]",2021-12-09,"Reviews, Video, People also ask","navigational, transactional"
best resolution,720,75,22,22,0,https://www.psprint.com/resources/how-to-check-your-image-resolution/,1,0,0,0,0,"[67,82,100,100,67,82,67,82,67,55,67,55]",2021-12-07,"Carousel, Image pack, Featured snippet, Video Carousel, People also ask","commercial, informational"
custom card maker,720,75,16,16,1.29,https://www.psprint.com/design-templates/greeting-cards/,3,0,4,1,110000000,"[82,100,100,82,82,82,82,82,67,82,67,67]",2021-12-08,"Site links, Reviews, Video, AdWords top, Video Carousel",commercial
retirement invitation wording,720,41,11,11,0.96,https://www.psprint.com/resources/retirement-party-invitation-wording-ideas/,33,0.04,32,1,85,"[37,30,30,30,30,55,77,100,100,68,68,68]",2021-12-08,"Reviews, People also ask, FAQ",commercial
product label design,720,54,75,0,2.71,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,1,1310000000,"[100,100,82,100,100,82,82,82,82,67,82,82]",2021-12-13,"Image pack, Reviews, Video Carousel, People also ask, FAQ","commercial, informational"
holiday card design,720,74,41,41,2.9,https://www.psprint.com/design-templates/greeting-cards/~~~~~~holiday_and_seasons_greetings,0,0,0,0.95,5290000000,"[23,66,100,4,3,2,2,2,2,2,5,9]",2021-12-07,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, FAQ","commercial, informational"
arrow sticker,720,31,64,64,1.98,https://www.psprint.com/design-templates/stickers-labels/st-634/,0,0,0,1,57200000,"[82,82,67,100,82,82,82,82,67,82,82,82]",2021-12-07,"Image pack, Reviews, Image, Shopping ads","informational, transactional"
bottle label printing,720,47,76,60,3.3,https://www.psprint.com/resources/wine-and-bottle-label-design-and-printing-tips/,0,0,0,1,35200000,"[100,100,100,100,82,82,82,82,82,67,82,67]",2021-12-13,"Image pack, Site links, Reviews, Video, Image, AdWords top","informational, transactional"
invitation sample,720,75,17,17,1.37,https://www.psprint.com/resources/business-invitation-wording-examples/,2,0,3,1,4650000000,"[72,48,48,59,59,88,88,100,100,88,88,88]",2021-12-08,"Image pack, Site links, Reviews, Shopping ads, People also ask, FAQ","commercial, informational"
sticker sheet printing,720,51,29,29,2.33,https://www.psprint.com/stickers-labels/sheet-sticker,1,0,2,1,15700000,"[100,100,100,100,82,82,82,82,67,82,100,100]",2021-12-07,"Site links, Reviews, Shopping ads, Video Carousel, FAQ",transactional
print flashcards,720,32,53,53,1.42,https://www.psprint.com/resources/printable-flash-cards-for-kids/,0,0,0,1,27800000,"[88,72,72,88,88,88,72,72,72,72,88,100]",2021-12-08,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, People also ask",commercial
free letterhead template word,720,66,12,12,1.06,https://www.psprint.com/design-templates/letterhead/,9,0.01,9,0.42,7590000,"[67,82,67,82,82,100,82,67,67,67,67,67]",2021-12-09,"Image pack, Site links, Reviews, Video, People also ask","informational, transactional"
pregnancy announcement template,720,47,66,66,0.85,https://www.psprint.com/design-templates/invitation-cards/~~~~~~birth_announcement,0,0,0,1,93,"[55,55,55,67,82,82,82,67,100,100,100,100]",2021-12-08,"Image pack, Site links, Image, People also ask, FAQ","commercial, informational"
printable sticker sheets,720,59,72,72,1.44,https://www.psprint.com/stickers-labels/sheet-sticker,0,0,0,1,5020000000,"[72,72,72,100,59,72,59,72,59,72,72,72]",2021-12-08,"Image pack, Reviews, Video, Image, FAQ","informational, transactional"
fancy invitation,720,55,52,52,1.41,https://www.psprint.com/resources/business-invitation-wording-examples/,0,0,0,1,28300000,"[82,82,82,100,82,100,82,100,100,82,100,100]",2021-12-08,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, FAQ","commercial, informational"
make your own magnets,720,49,6,6,1.23,https://www.psprint.com/design-templates/magnets/,36,0.04,44,1,31800000,"[72,88,100,88,59,72,72,72,59,72,72,59]",2021-12-08,"Reviews, Video, AdWords top, AdWords bottom, Shopping ads, Video Carousel, People also ask, FAQ",commercial
business card with picture,720,55,55,55,2.73,https://www.psprint.com/design-templates/business-cards/,0,0,0,1,2260000000,"[100,82,67,100,82,100,100,82,82,82,82,82]",2021-12-08,"Image pack, Site links, Reviews, Video, Shopping ads, Video Carousel, People also ask, FAQ",commercial
table tent cards,720,44,92,92,1.43,https://www.psprint.com/resources/table-tents-can-increase-sales-for-restaurants/,0,0,0,1,27400000,"[37,30,25,25,30,45,68,68,68,77,77,100]",2021-12-11,"Image pack, Site links, Reviews, Video, Image, People also ask, FAQ",transactional
thanksgiving color palette,720,28,1,1,0,https://blog.psprint.com/designing/thanksgiving-color-palettes/,338,0.44,0,0.82,21100000,"[30,100,2,1,1,1,1,1,2,3,5,9]",2021-12-10,"Image pack, People also ask",commercial
flyer fonts,720,42,3,3,2.12,https://www.psprint.com/resources/fonts-that-get-your-brochures-and-flyers-noticed/,64,0.08,137,0.17,34400000,"[100,82,82,100,82,100,100,82,82,100,100,100]",2021-12-09,"Image pack, Video, People also ask",commercial
letterhead stationery,720,49,60,60,1.75,https://www.psprint.com/resources/turn-letterhead-stationery-into-a-sales-tool/,0,0,0,1,15700000,"[88,88,88,100,88,88,72,59,59,48,59,72]",2021-12-07,"Image pack, Reviews, Image, People also ask",commercial
invitation templates word,590,61,69,69,1.29,https://www.psprint.com/design-templates/invitation-cards/,0,0,0,1,23900000,"[82,55,44,44,44,67,82,100,82,67,67,82]",2021-12-08,"Image pack, Site links, Reviews, Video Carousel, People also ask, FAQ","commercial, informational"
print out holiday cards,590,76,28,28,1.62,https://www.psprint.com/greeting-cards/flat-holiday-cards,0,0,1,0.96,664000000,"[3,16,100,3,1,0,0,1,1,0,1,1]",2021-12-02,"Image pack, Site links, Reviews, People also ask, FAQ",transactional
company logo stickers,590,54,95,95,3.64,https://www.psprint.com/design-templates/stickers-labels/,0,0,0,1,132000000,"[82,67,54,82,82,100,82,67,67,67,82,82]",2021-12-02,"Image pack, Reviews, Video, People also ask, FAQ",commercial
deluxe login,590,69,21,21,2.84,https://www.psprint.com/myaccount/login,0,0,0,0.19,215000000,"[55,55,55,55,55,67,55,82,100,67,67,55]",2021-12-01,AdWords top,transactional
